Lon,Lat,Stratum,HERSTRATUM,SPRSTRATUM
-4.323134483,58.55530711,1,WoS,
-4.322502838,58.55853894,1,WoS,
-4.322955152,58.56180071,1,WoS,
-4.324442375,58.56473871,1,WoS,
-4.326803238,58.56703437,1,WoS,
-4.329781737,58.56843874,1,WoS,
-4.330679142,58.56869213,1,WoS,
-4.331812583,58.57008011,1,WoS,
-4.334088859,58.57212684,1,WoS,
-4.336877635,58.57338909,1,WoS,
-4.339917588,58.57374857,1,WoS,
-4.342923856,58.57317161,1,WoS,
-4.345552386,58.5722321,1,WoS,
-4.351185835,58.57327512,1,WoS,
-4.354608054,58.57331313,1,WoS,
-4.357842666,58.57219495,1,WoS,
-4.3605108,58.57005157,1,WoS,
-4.362299939,58.56713404,1,WoS,
-4.363963536,58.56294618,1,WoS,
-4.36568719,58.5620335,1,WoS,
-4.368219664,58.56012325,1,WoS,
-4.370026434,58.55751594,1,WoS,
-4.370925693,58.55447393,1,WoS,
-4.370826954,58.55130332,1,WoS,
-4.369740152,58.54832316,1,WoS,
-4.369121677,58.5475397,1,WoS,
-4.371056971,58.54612817,1,WoS,
-4.395685092,58.5225151,1,WoS,
-4.404358337,58.52164604,1,WoS,
-4.404965488,58.52143879,1,WoS,
-4.404263246,58.52344583,1,WoS,
-4.404207317,58.5266215,1,WoS,
-4.405150051,58.52965452,1,WoS,
-4.406996344,58.53223893,1,WoS,
-4.408776854,58.53403947,1,WoS,
-4.411694971,58.53608682,1,WoS,
-4.415145817,58.53698052,1,WoS,
-4.417896171,58.53718504,1,WoS,
-4.418213963,58.54017868,1,WoS,
-4.419508518,58.54305684,1,WoS,
-4.421635548,58.54538825,1,WoS,
-4.42439155,58.54758407,1,WoS,
-4.424788236,58.55337574,1,WoS,
-4.425650456,58.55680673,1,WoS,
-4.427653355,58.55972281,1,WoS,
-4.430546269,58.56175903,1,WoS,
-4.441089615,58.56666473,1,WoS,
-4.444068571,58.56752098,1,WoS,
-4.447166624,58.56742391,1,WoS,
-4.450086131,58.56638284,1,WoS,
-4.452111909,58.56483083,1,WoS,
-4.45689146,58.56981679,1,WoS,
-4.459211132,58.57161438,1,WoS,
-4.461952736,58.57266118,1,WoS,
-4.496274104,58.58024513,1,WoS,
-4.500633248,58.58386099,1,WoS,
-4.502627521,58.58514907,1,WoS,
-4.504869233,58.58593074,1,WoS,
-4.522783051,58.58987132,1,WoS,
-4.525525575,58.59008716,1,WoS,
-4.528223135,58.58954753,1,WoS,
-4.531671083,58.58834559,1,WoS,
-4.534574844,58.58971631,1,WoS,
-4.538586055,58.5906699,1,WoS,
-4.552058612,58.59101704,1,WoS,
-4.554556946,58.59076607,1,WoS,
-4.563851941,58.58862895,1,WoS,
-4.569761778,58.58960196,1,WoS,
-4.57272672,58.58964456,1,WoS,
-4.575573806,58.58881583,1,WoS,
-4.576696978,58.58829791,1,WoS,
-4.58009254,58.59039475,1,WoS,
-4.583285736,58.59167161,1,WoS,
-4.58672268,58.59179117,1,WoS,
-4.595372506,58.59058954,1,WoS,
-4.597925681,58.58988041,1,WoS,
-4.600202967,58.58852558,1,WoS,
-4.605122102,58.58463187,1,WoS,
-4.608528698,58.58355667,1,WoS,
-4.611881874,58.58173476,1,WoS,
-4.61430839,58.57878939,1,WoS,
-4.615541968,58.57651583,1,WoS,
-4.616529797,58.57384502,1,WoS,
-4.616724773,58.57100407,1,WoS,
-4.616111086,58.56822335,1,WoS,
-4.615856264,58.56776015,1,WoS,
-4.61834925,58.56544606,1,WoS,
-4.620182326,58.5631582,1,WoS,
-4.62127316,58.56043707,1,WoS,
-4.621528001,58.55751654,1,WoS,
-4.620924946,58.5546476,1,WoS,
-4.619505402,58.55081002,1,WoS,
-4.61813023,58.54828431,1,WoS,
-4.616093126,58.54625441,1,WoS,
-4.612102387,58.54328724,1,WoS,
-4.613371393,58.54243098,1,WoS,
-4.615434874,58.54057376,1,WoS,
-4.616908228,58.53822079,1,WoS,
-4.617517914,58.53685619,1,WoS,
-4.620433802,58.53533609,1,WoS,
-4.623607997,58.53707687,1,WoS,
-4.626463602,58.53811632,1,WoS,
-4.629499559,58.53825005,1,WoS,
-4.6324355,58.53746572,1,WoS,
-4.643200248,58.53274105,1,WoS,
-4.64531139,58.53317923,1,WoS,
-4.64850822,58.53331986,1,WoS,
-4.650150377,58.53285226,1,WoS,
-4.649153274,58.53487789,1,WoS,
-4.648657771,58.53759394,1,WoS,
-4.648923845,58.54034198,1,WoS,
-4.650317082,58.54616087,1,WoS,
-4.650923539,58.54869913,1,WoS,
-4.651513628,58.5501998,1,WoS,
-4.651426346,58.5503609,1,WoS,
-4.650880601,58.55359263,1,WoS,
-4.651409044,58.55682723,1,WoS,
-4.652954909,58.55971725,1,WoS,
-4.655352141,58.56195224,1,WoS,
-4.658343231,58.56329213,1,WoS,
-4.661606879,58.56359297,1,WoS,
-4.67947475,58.56229177,1,WoS,
-4.682864265,58.56448773,1,WoS,
-4.686244853,58.56588134,1,WoS,
-4.697607406,58.56826934,1,WoS,
-4.699301741,58.56847656,1,WoS,
-4.703988459,58.5686465,1,WoS,
-4.704212595,58.57147133,1,WoS,
-4.705597112,58.57456989,1,WoS,
-4.70793824,58.57702694,1,WoS,
-4.710966326,58.57855948,1,WoS,
-4.724565722,58.58273658,1,WoS,
-4.727894904,58.58316961,1,WoS,
-4.731179787,58.58247642,1,WoS,
-4.737558864,58.5799534,1,WoS,
-4.736624598,58.58312496,1,WoS,
-4.736777196,58.58643198,1,WoS,
-4.73800113,58.58950796,1,WoS,
-4.740162261,58.59201578,1,WoS,
-4.743023737,58.5936806,1,WoS,
-4.746543749,58.59500811,1,WoS,
-4.749393758,58.59562834,1,WoS,
-4.752301508,58.5953998,1,WoS,
-4.753705117,58.59507886,1,WoS,
-4.761411644,58.59941907,1,WoS,
-4.763751419,58.60037068,1,WoS,
-4.765294056,58.60078047,1,WoS,
-4.768787843,58.610331,1,WoS,
-4.770317493,58.61307558,1,WoS,
-4.772623295,58.61521003,1,WoS,
-4.775477604,58.61652361,1,WoS,
-4.778598628,58.61688665,1,WoS,
-4.78167824,58.61626329,1,WoS,
-4.790411404,58.61300128,1,WoS,
-4.792053765,58.61368788,1,WoS,
-4.794904101,58.61441087,1,WoS,
-4.797841492,58.61427353,1,WoS,
-4.800611936,58.61328775,1,WoS,
-4.80297587,58.61153877,1,WoS,
-4.805494047,58.60902488,1,WoS,
-4.807402304,58.6063614,1,WoS,
-4.808347229,58.6032241,1,WoS,
-4.808227378,58.59994978,1,WoS,
-4.807055619,58.59688995,1,WoS,
-4.805205968,58.5937352,1,WoS,
-4.803602425,58.59167428,1,WoS,
-4.801519999,58.59009877,1,WoS,
-4.799100683,58.5891161,1,WoS,
-4.798266884,58.58889886,1,WoS,
-4.805157148,58.58878354,1,WoS,
-4.807945271,58.58833823,1,WoS,
-4.810497787,58.58713133,1,WoS,
-4.812611211,58.58525907,1,WoS,
-4.814117062,58.58287069,1,WoS,
-4.814499522,58.58153686,1,WoS,
-4.814739222,58.58274895,1,WoS,
-4.815293042,58.584243,1,WoS,
-4.814816861,58.58538101,1,WoS,
-4.814059349,58.58864959,1,WoS,
-4.814425608,58.59198475,1,WoS,
-4.81587441,58.59501104,1,WoS,
-4.818242654,58.59738777,1,WoS,
-4.824927751,58.6021465,1,WoS,
-4.826157968,58.60429401,1,WoS,
-4.828499957,58.60706062,1,WoS,
-4.831674318,58.60881062,1,WoS,
-4.842231492,58.61232777,1,WoS,
-4.845044606,58.61283438,1,WoS,
-4.847886121,58.61252446,1,WoS,
-4.851511676,58.61159078,1,WoS,
-4.854148179,58.61295139,1,WoS,
-4.863188535,58.61761677,1,WoS,
-4.865999939,58.61857161,1,WoS,
-4.872302821,58.61970812,1,WoS,
-4.882785951,58.6266001,1,WoS,
-4.885564249,58.6278685,1,WoS,
-4.888595814,58.62823917,1,WoS,
-4.891597868,58.62767752,1,WoS,
-4.894290386,58.62623595,1,WoS,
-4.896422217,58.62404892,1,WoS,
-4.897110228,58.6230838,1,WoS,
-4.909748734,58.62594832,1,WoS,
-4.913540898,58.62606979,1,WoS,
-4.917927307,58.62536714,1,WoS,
-4.936842139,58.62870608,1,WoS,
-4.939782013,58.62878589,1,WoS,
-4.942617967,58.62800705,1,WoS,
-4.949455336,58.62498963,1,WoS,
-4.952155873,58.62323006,1,WoS,
-4.952469441,58.62283393,1,WoS,
-4.954985409,58.62324635,1,WoS,
-4.955390941,58.62324203,1,WoS,
-4.958043492,58.62512145,1,WoS,
-4.961249447,58.62604738,1,WoS,
-4.975447514,58.62766626,1,WoS,
-4.986515158,58.63348208,1,WoS,
-4.98712677,58.63510827,1,WoS,
-4.988559639,58.63768407,1,WoS,
-4.990681197,58.63973025,1,WoS,
-4.993307126,58.64106904,1,WoS,
-4.99620929,58.64158413,1,WoS,
-4.999135552,58.64123077,1,WoS,
-5.002647095,58.64026615,1,WoS,
-5.015036393,58.63686774,1,WoS,
-5.017667277,58.63571878,1,WoS,
-5.019863317,58.63386971,1,WoS,
-5.02144352,58.63147291,1,WoS,
-5.022277652,58.62872593,1,WoS,
-5.022290272,58.62685024,1,WoS,
-5.025134014,58.62432373,1,WoS,
-5.027045305,58.62202919,1,WoS,
-5.028193836,58.61927259,1,WoS,
-5.028477183,58.61629977,1,WoS,
-5.027870077,58.61337584,1,WoS,
-5.026953957,58.61171659,1,WoS,
-5.02836298,58.61016048,1,WoS,
-5.029645628,58.60728734,1,WoS,
-5.029972022,58.60415787,1,WoS,
-5.02930985,58.60108189,1,WoS,
-5.027785237,58.59846778,1,WoS,
-5.028571713,58.59799509,1,WoS,
-5.030589762,58.59571109,1,WoS,
-5.031826086,58.59292528,1,WoS,
-5.032165839,58.58989645,1,WoS,
-5.03187668,58.58289577,1,WoS,
-5.037346414,58.58000313,1,WoS,
-5.039822309,58.57815354,1,WoS,
-5.041615225,58.57563631,1,WoS,
-5.042553919,58.57269185,1,WoS,
-5.042549504,58.57005817,1,WoS,
-5.046302085,58.56855984,1,WoS,
-5.04878908,58.56712263,1,WoS,
-5.050764933,58.56503776,1,WoS,
-5.052066623,58.56247723,1,WoS,
-5.052586751,58.55965231,1,WoS,
-5.052523184,58.55905575,1,WoS,
-5.059227975,58.55342181,1,WoS,
-5.074727456,58.54770508,1,WoS,
-5.085635501,58.5495815,1,WoS,
-5.088998699,58.54958619,1,WoS,
-5.093305969,58.54885758,1,WoS,
-5.096026039,58.54798352,1,WoS,
-5.098387932,58.54637597,1,WoS,
-5.100198851,58.54416615,1,WoS,
-5.101310976,58.54153443,1,WoS,
-5.101369519,58.5413112,1,WoS,
-5.107950927,58.53936837,1,WoS,
-5.110780308,58.53802117,1,WoS,
-5.113053799,58.53586441,1,WoS,
-5.114274345,58.53361458,1,WoS,
-5.11542853,58.53349399,1,WoS,
-5.11826759,58.53276549,1,WoS,
-5.120773477,58.53124513,1,WoS,
-5.122730911,58.52906352,1,WoS,
-5.12397173,58.52640808,1,WoS,
-5.131075342,58.50260733,1,WoS,
-5.134090006,58.5,1,WoS,
-8.15234675,58.5,1,WoS,
-6.52132457,56.5,2,WoS,
-6.67281844,56.57675283,2,WoS,
-6.66788337,56.57764629,2,WoS,
-6.65899583,56.57689074,2,WoS,
-6.65882162,56.57554064,2,WoS,
-6.65802816,56.57272807,2,WoS,
-6.65645546,56.57026499,2,WoS,
-6.65423785,56.56836174,2,WoS,
-6.6515647,56.56718088,2,WoS,
-6.64866431,56.56682324,2,WoS,
-6.6416591,56.56699109,2,WoS,
-6.63860948,56.56754463,2,WoS,
-6.63587583,56.56900537,2,WoS,
-6.63001952,56.57342377,2,WoS,
-6.62785712,56.57273503,2,WoS,
-6.62494893,56.57268718,2,WoS,
-6.61872569,56.57349759,2,WoS,
-6.61672426,56.57279464,2,WoS,
-6.6139302,56.57224313,2,WoS,
-6.61109397,56.57250162,2,WoS,
-6.60844564,56.57354915,2,WoS,
-6.60620001,56.57530075,2,WoS,
-6.60313157,56.57849389,2,WoS,
-6.60136891,56.57829623,2,WoS,
-6.59711997,56.57873792,2,WoS,
-6.5889469,56.58143579,2,WoS,
-6.58853494,56.58114603,2,WoS,
-6.58515255,56.58024235,2,WoS,
-6.58099453,56.57988758,2,WoS,
-6.57851444,56.57998511,2,WoS,
-6.57613476,56.58069045,2,WoS,
-6.57435111,56.58147113,2,WoS,
-6.57173956,56.5810969,2,WoS,
-6.56878021,56.58111522,2,WoS,
-6.56595582,56.58199888,2,WoS,
-6.56351373,56.58367049,2,WoS,
-6.56166784,56.58598366,2,WoS,
-6.56090998,56.58790063,2,WoS,
-6.55813751,56.58821685,2,WoS,
-6.54965362,56.59069259,2,WoS,
-6.54685831,56.59200501,2,WoS,
-6.5445967,56.59410771,2,WoS,
-6.54308447,56.59680018,2,WoS,
-6.5421035,56.59943253,2,WoS,
-6.54112167,56.5997174,2,WoS,
-6.53764158,56.59936192,2,WoS,
-6.53450484,56.59953757,2,WoS,
-6.53157739,56.60067778,2,WoS,
-6.52914818,56.60267001,2,WoS,
-6.52745698,56.60531762,2,WoS,
-6.52718147,56.60638341,2,WoS,
-6.52598329,56.60674879,2,WoS,
-6.52328682,56.60803803,2,WoS,
-6.5210918,56.61006655,2,WoS,
-6.5195943,56.61265316,2,WoS,
-6.51935428,56.6137029,2,WoS,
-6.51904582,56.61350386,2,WoS,
-6.51611891,56.61222258,2,WoS,
-6.51293728,56.61192987,2,WoS,
-6.50800297,56.61226938,2,WoS,
-6.5050871,56.61291715,2,WoS,
-6.50249263,56.61439722,2,WoS,
-6.49625512,56.619322,2,WoS,
-6.49406711,56.62172122,2,WoS,
-6.49404473,56.62177227,2,WoS,
-6.49238788,56.62249236,2,WoS,
-6.49002348,56.62460011,2,WoS,
-6.48839273,56.62660162,2,WoS,
-6.48321859,56.63294807,2,WoS,
-6.48244889,56.634253,2,WoS,
-6.4796364,56.6356271,2,WoS,
-6.47722794,56.63812177,2,WoS,
-6.473587,56.64351798,2,WoS,
-6.46591574,56.64829574,2,WoS,
-6.46375531,56.65011013,2,WoS,
-6.46218763,56.65245574,2,WoS,
-6.46133747,56.65514586,2,WoS,
-6.46066358,56.65920388,2,WoS,
-6.45262139,56.66844011,2,WoS,
-6.45098549,56.67103558,2,WoS,
-6.45021344,56.67400486,2,WoS,
-6.45025865,56.67484676,2,WoS,
-6.44935191,56.67621817,2,WoS,
-6.44865409,56.6789274,2,WoS,
-6.44788978,56.67970305,2,WoS,
-6.446509,56.68238857,2,WoS,
-6.44599283,56.68536384,2,WoS,
-6.44638834,56.68835753,2,WoS,
-6.44750509,56.69219893,2,WoS,
-6.44894115,56.69517883,2,WoS,
-6.45127077,56.69752721,2,WoS,
-6.45423906,56.69898711,2,WoS,
-6.47118299,56.70406066,2,WoS,
-6.47402754,56.70448087,2,WoS,
-6.47687406,56.70407428,2,WoS,
-6.47948721,56.70287451,2,WoS,
-6.48253204,56.70090267,2,WoS,
-6.4868275,56.70013408,2,WoS,
-6.48915856,56.70167203,2,WoS,
-6.49207665,56.70298409,2,WoS,
-6.49525977,56.70330738,2,WoS,
-6.49838206,56.7026088,2,WoS,
-6.50079295,56.70164368,2,WoS,
-6.50323665,56.70023727,2,WoS,
-6.50484252,56.69856678,2,WoS,
-6.50747113,56.698666,2,WoS,
-6.51040686,56.69786018,2,WoS,
-6.5129641,56.69620838,2,WoS,
-6.51732505,56.69233448,2,WoS,
-6.52078263,56.6924651,2,WoS,
-6.52364129,56.69215953,2,WoS,
-6.52629487,56.69105328,2,WoS,
-6.52798806,56.6900401,2,WoS,
-6.52999073,56.69042096,2,WoS,
-6.53266581,56.69020307,2,WoS,
-6.54080685,56.68841779,2,WoS,
-6.54355955,56.68737009,2,WoS,
-6.54588763,56.6855659,2,WoS,
-6.54758912,56.68316175,2,WoS,
-6.54824201,56.68119348,2,WoS,
-6.5549205,56.67813007,2,WoS,
-6.55764768,56.67628214,2,WoS,
-6.55936891,56.6739911,2,WoS,
-6.56305406,56.67364726,2,WoS,
-6.57600448,56.66992793,2,WoS,
-6.57886343,56.66858829,2,WoS,
-6.58116222,56.66642411,2,WoS,
-6.58267173,56.6636511,2,WoS,
-6.58271418,56.66341968,2,WoS,
-6.58402503,56.66368078,2,WoS,
-6.58730466,56.66378512,2,WoS,
-6.59044151,56.66282227,2,WoS,
-6.59309784,56.66089592,2,WoS,
-6.59554873,56.65841122,2,WoS,
-6.60150912,56.65721064,2,WoS,
-6.60404556,56.65633224,2,WoS,
-6.60625697,56.65481081,2,WoS,
-6.61022289,56.65120961,2,WoS,
-6.61911968,56.64979987,2,WoS,
-6.62241983,56.64865981,2,WoS,
-6.62512688,56.64645468,2,WoS,
-6.62853579,56.64250265,2,WoS,
-6.63036094,56.63939005,2,WoS,
-6.63096261,56.63583231,2,WoS,
-6.63041326,56.63305506,2,WoS,
-6.63142917,56.63263805,2,WoS,
-6.63494635,56.63318943,2,WoS,
-6.63815809,56.63317085,2,WoS,
-6.64119827,56.63213507,2,WoS,
-6.6437533,56.63018895,2,WoS,
-6.65633465,56.6169138,2,WoS,
-6.65786917,56.61452842,2,WoS,
-6.66256922,56.61397799,2,WoS,
-6.66568455,56.61308436,2,WoS,
-6.66835048,56.61124134,2,WoS,
-6.67028697,56.60864251,2,WoS,
-6.67171843,56.60587686,2,WoS,
-6.6718933,56.60537543,2,WoS,
-6.67328791,56.60534138,2,WoS,
-6.67539392,56.60719598,2,WoS,
-6.67810069,56.60841755,2,WoS,
-6.68104685,56.60879035,2,WoS,
-6.68397259,56.6082815,2,WoS,
-6.68839764,56.60680902,2,WoS,
-6.6918525,56.60482245,2,WoS,
-6.70221823,56.59568602,2,WoS,
-6.70408503,56.5960986,2,WoS,
-6.70669968,56.5963238,2,WoS,
-6.70928287,56.595861,2,WoS,
-6.70993097,56.59555552,2,WoS,
-7.41868681,56.95463948,2,WoS,
-7.41705062,56.95651791,2,WoS,
-7.41585686,56.95913525,2,WoS,
-7.41469624,56.9631178,2,WoS,
-7.41433901,56.9656666,2,WoS,
-7.41201405,56.96716777,2,WoS,
-7.40981544,56.96661007,2,WoS,
-7.40692456,56.96631244,2,WoS,
-7.40407017,56.96685861,2,WoS,
-7.40149337,56.96820243,2,WoS,
-7.39941177,56.97023042,2,WoS,
-7.39800119,56.9727713,2,WoS,
-7.39743077,56.97428229,2,WoS,
-7.37652378,56.97294208,2,WoS,
-7.37325389,56.97327369,2,WoS,
-7.37026811,56.97464748,2,WoS,
-7.36788898,56.97691505,2,WoS,
-7.36637348,56.97983145,2,WoS,
-7.36478007,56.98473553,2,WoS,
-7.36183672,56.98490465,2,WoS,
-7.35734729,56.98594987,2,WoS,
-7.35461255,56.98703047,2,WoS,
-7.35231033,56.98885976,2,WoS,
-7.35063969,56.99127957,2,WoS,
-7.34974509,56.99408068,2,WoS,
-7.34970389,56.99702089,2,WoS,
-7.35051964,56.99984597,2,WoS,
-7.35102377,57.00062181,2,WoS,
-7.35115617,57.00220909,2,WoS,
-7.34916834,57.00192392,2,WoS,
-7.34186141,57.00248827,2,WoS,
-7.33223862,56.99884259,2,WoS,
-7.32934759,56.99821524,2,WoS,
-7.32639952,56.99846118,2,WoS,
-7.32365241,56.9995589,2,WoS,
-7.32134667,57.00141232,2,WoS,
-7.31983653,57.00304883,2,WoS,
-7.31820423,57.00543337,2,WoS,
-7.31778747,57.00673315,2,WoS,
-7.31693674,57.00690001,2,WoS,
-7.31452681,57.00788038,2,WoS,
-7.31203909,57.00934174,2,WoS,
-7.31007213,57.01145252,2,WoS,
-7.30878967,57.01403702,2,WoS,
-7.30829847,57.01688009,2,WoS,
-7.3086394,57.01974506,2,WoS,
-7.3097841,57.02239345,2,WoS,
-7.31151442,57.0251984,2,WoS,
-7.31103669,57.02749519,2,WoS,
-7.29893713,57.04621781,2,WoS,
-7.29592725,57.04525242,2,WoS,
-7.29276641,57.0452747,2,WoS,
-7.28289302,57.04692646,2,WoS,
-7.27969683,57.04804216,2,WoS,
-7.27705603,57.05016032,2,WoS,
-7.27064877,57.0573968,2,WoS,
-7.26894588,57.06008307,2,WoS,
-7.26817263,57.06316819,2,WoS,
-7.26834867,57.06554821,2,WoS,
-7.26763981,57.06737899,2,WoS,
-7.26746562,57.07033741,2,WoS,
-7.26566218,57.07170437,2,WoS,
-7.26361048,57.07379883,2,WoS,
-7.26225441,57.07639832,2,WoS,
-7.26171055,57.07927938,2,WoS,
-7.26169298,57.07972448,2,WoS,
-7.26123035,57.08002896,2,WoS,
-7.25939254,57.08219443,2,WoS,
-7.25823766,57.08478925,2,WoS,
-7.25785889,57.0876041,2,WoS,
-7.25828676,57.0904119,2,WoS,
-7.25871045,57.0918127,2,WoS,
-7.22999192,57.08804633,2,WoS,
-7.22734261,57.08805283,2,WoS,
-7.22478799,57.0887548,2,WoS,
-7.22076634,57.09045997,2,WoS,
-7.21827443,57.0919791,2,WoS,
-7.21632725,57.09415301,2,WoS,
-7.21509065,57.09679653,2,WoS,
-7.21466995,57.09968451,2,WoS,
-7.2146713,57.09969353,2,WoS,
-7.21394435,57.10012471,2,WoS,
-7.21178519,57.10269966,2,WoS,
-7.21124394,57.10413696,2,WoS,
-7.20920726,57.10480548,2,WoS,
-7.20560046,57.10650302,2,WoS,
-7.20319856,57.10809177,2,WoS,
-7.20134902,57.11029913,2,WoS,
-7.20020522,57.11294204,2,WoS,
-7.19927635,57.11637908,2,WoS,
-7.19894859,57.11959727,2,WoS,
-7.19966531,57.1227517,2,WoS,
-7.2013515,57.1255123,2,WoS,
-7.20383071,57.12759019,2,WoS,
