Lon,Lat,Stratum,HERSTRATUM,SPRSTRATUM
-5.30344197,58.23815734,2,WoS,
-5.30585483,58.23724913,2,WoS,
-5.3116327,58.24577549,2,WoS,
-5.31434534,58.24847374,2,WoS,
-5.31787274,58.24995578,2,WoS,
-5.32940225,58.25235619,2,WoS,
-5.32972075,58.25432344,2,WoS,
-5.33047034,58.25650926,2,WoS,
-5.33192054,58.25925331,2,WoS,
-5.33414225,58.26142055,2,WoS,
-5.33692145,58.26280221,2,WoS,
-5.33999041,58.2632652,2,WoS,
-5.36145456,58.26313462,2,WoS,
-5.36301006,58.26510769,2,WoS,
-5.36371425,58.2655997,2,WoS,
-5.36428968,58.26866786,2,WoS,
-5.36586397,58.27148526,2,WoS,
-5.36825364,58.2736545,2,WoS,
-5.37206214,58.27612261,2,WoS,
-5.3747938,58.27735743,2,WoS,
-5.37776871,58.27772712,2,WoS,
-5.38071951,58.27719846,2,WoS,
-5.38338104,58.27581896,2,WoS,
-5.3855141,58.27371259,2,WoS,
-5.3864211,58.27201532,2,WoS,
-5.38755071,58.27162783,2,WoS,
-5.38993824,58.2704319,2,WoS,
-5.39192416,58.26864677,2,WoS,
-5.39458105,58.26552217,2,WoS,
-5.39757883,58.26489778,2,WoS,
-5.40052144,58.26377868,2,WoS,
-5.4029703,58.26180019,2,WoS,
-5.4046827,58.2591584,2,WoS,
-5.4054889,58.25611515,2,WoS,
-5.40601351,58.25093345,2,WoS,
-5.40775468,58.25055186,2,WoS,
-5.4107971,58.24933556,2,WoS,
-5.41328306,58.24720117,2,WoS,
-5.41494569,58.24437781,2,WoS,
-5.41608581,58.24141761,2,WoS,
-5.41674511,58.23824546,2,WoS,
-5.41635563,58.23502902,2,WoS,
-5.41495825,58.23210592,2,WoS,
-5.41269966,58.229783,2,WoS,
-5.4241312,58.11654972,2,WoS,
-5.42664006,58.11711556,2,WoS,
-5.42921028,58.1170228,2,WoS,
-5.43814334,58.11553507,2,WoS,
-5.44120448,58.1144955,2,WoS,
-5.443774,58.11253365,2,WoS,
-5.44558334,58.10985457,2,WoS,
-5.44632577,58.10824275,2,WoS,
-5.44702312,58.10810808,2,WoS,
-5.45003517,58.10700212,2,WoS,
-5.4525419,58.10499914,2,WoS,
-5.45428522,58.10230536,2,WoS,
-5.45578646,58.09888177,2,WoS,
-5.46251646,58.09243305,2,WoS,
-5.46444497,58.08987415,2,WoS,
-5.46546514,58.08683666,2,WoS,
-5.46547061,58.08436344,2,WoS,
-5.46638162,58.08345014,2,WoS,
-5.46783625,58.08038828,2,WoS,
-5.46818441,58.07701638,2,WoS,
-5.46738608,58.0737219,2,WoS,
-5.46543677,58.06921292,2,WoS,
-5.46384271,58.06666429,2,WoS,
-5.46156323,58.06470456,2,WoS,
-5.45880432,58.06351082,2,WoS,
-5.45706313,58.06305231,2,WoS,
-5.45652016,58.06175197,2,WoS,
-5.45460263,58.05878171,2,WoS,
-5.45247677,58.05719189,2,WoS,
-5.45441264,58.0560551,2,WoS,
-5.45634317,58.05457901,2,WoS,
-5.45786064,58.05268083,2,WoS,
-5.45983665,58.04947649,2,WoS,
-5.46110259,58.04632461,2,WoS,
-5.56848929,57.9269716,2,WoS,
-5.57187308,57.9259258,2,WoS,
-5.57363335,57.92457146,2,WoS,
-5.5752998,57.92630874,2,WoS,
-5.57781679,57.92773598,2,WoS,
-5.58063704,57.92838286,2,WoS,
-5.58914904,57.92906771,2,WoS,
-5.6103671,57.93482567,2,WoS,
-5.61292494,57.93517453,2,WoS,
-5.61548686,57.93485697,2,WoS,
-5.62390542,57.9326826,2,WoS,
-5.62665941,57.93150842,2,WoS,
-5.62894241,57.92957165,2,WoS,
-5.63054978,57.92704589,2,WoS,
-5.63097133,57.92609297,2,WoS,
-5.63941454,57.91998632,2,WoS,
-5.65379881,57.90957983,2,WoS,
-5.65588949,57.90754103,2,WoS,
-5.65730204,57.90498518,2,WoS,
-5.65791599,57.90213023,2,WoS,
-5.657679,57.89921965,2,WoS,
-5.65767288,57.89920407,2,WoS,
-5.65992901,57.89774628,2,WoS,
-5.66241876,57.89545638,2,WoS,
-5.66400262,57.89246742,2,WoS,
-5.66449937,57.88912141,2,WoS,
-5.71506791,57.87897777,2,WoS,
-5.71736009,57.88022636,2,WoS,
-5.72074902,57.88134698,2,WoS,
-5.72431564,57.88120598,2,WoS,
-5.72760553,57.87982133,2,WoS,
-5.73298314,57.87631493,2,WoS,
-5.74867243,57.87749656,2,WoS,
-5.75927136,57.87967578,2,WoS,
-5.76253208,57.87980265,2,WoS,
-5.76566004,57.87887299,2,WoS,
-5.78736919,57.86831154,2,WoS,
-5.78835716,57.86818863,2,WoS,
-5.80576647,57.87163035,2,WoS,
-5.80997426,57.87155954,2,WoS,
-5.81627996,57.87009089,2,WoS,
-5.81897157,57.86903479,2,WoS,
-5.82124852,57.86725276,2,WoS,
-5.82292046,57.86489378,2,WoS,
-5.8238476,57.86215507,2,WoS,
-5.82480795,57.85691749,2,WoS,
-5.82490077,57.85392317,2,WoS,
-5.82410252,57.85103573,2,WoS,
-5.82135466,57.84488368,2,WoS,
-5.82729257,57.83842607,2,WoS,
-5.82893459,57.83600994,2,WoS,
-5.82980829,57.83322236,2,WoS,
-5.82983912,57.83030123,2,WoS,
-5.82902443,57.82749584,2,WoS,
-5.82743376,57.82504559,2,WoS,
-5.82520285,57.82315959,2,WoS,
-5.82489678,57.82302706,2,WoS,
-5.82532482,57.82202028,2,WoS,
-5.82605298,57.81928091,2,WoS,
-5.82598326,57.81644726,2,WoS,
-5.82512124,57.81374702,2,WoS,
-5.82353619,57.81139712,2,WoS,
-5.82135546,57.80958637,2,WoS,
-5.81854112,57.80785791,2,WoS,
-5.81291628,57.79273744,2,WoS,
-5.81379291,57.78379698,2,WoS,
-5.81924258,57.7744497,2,WoS,
-5.82033199,57.7717279,2,WoS,
-5.82058525,57.76880714,2,WoS,
-5.82039261,57.76563331,2,WoS,
-5.81985241,57.7631079,2,WoS,
-5.82126199,57.76214311,2,WoS,
-5.82344625,57.76010805,2,WoS,
-5.82493245,57.75751891,2,WoS,
-5.82558812,57.75460642,2,WoS,
-5.82535483,57.75163018,2,WoS,
-5.82425337,57.74885543,2,WoS,
-5.82251363,57.74587051,2,WoS,
-5.82410383,57.74569555,2,WoS,
-5.82827997,57.74449011,2,WoS,
-5.83119888,57.74310421,2,WoS,
-5.83352348,57.74085989,2,WoS,
-5.83501107,57.73799147,2,WoS,
-5.83550634,57.73479844,2,WoS,
-5.83495756,57.73161417,2,WoS,
-5.83342204,57.72877112,2,WoS,
-5.83065352,57.7251853,2,WoS,
-5.82829568,57.72298305,2,WoS,
-5.82535933,57.72164618,2,WoS,
-5.82215014,57.72131384,2,WoS,
-5.81961516,57.72146317,2,WoS,
-5.81603348,57.71941506,2,WoS,
-5.81368095,57.71844302,2,WoS,
-5.81115922,57.71809641,2,WoS,
-5.80265721,57.71802012,2,WoS,
-5.80322183,57.69434912,2,WoS,
-5.80416105,57.69154854,2,WoS,
-5.80424111,57.68859574,2,WoS,
-5.80345503,57.68574838,2,WoS,
-5.80311315,57.68521008,2,WoS,
-5.81943386,57.67002093,2,WoS,
-5.82126262,57.66773298,2,WoS,
-5.82235002,57.66501331,2,WoS,
-5.82260277,57.66209522,2,WoS,
-5.82243427,57.65931707,2,WoS,
-5.82394742,57.65854714,2,WoS,
-5.82596272,57.65668486,2,WoS,
-5.82739599,57.65434493,2,WoS,
-5.82813928,57.65170352,2,WoS,
-5.82960985,57.64101092,2,WoS,
-5.82953168,57.63780481,2,WoS,
-5.82844262,57.63478832,2,WoS,
-5.82645468,57.6322717,2,WoS,
-5.82377232,57.63051381,2,WoS,
-5.81985033,57.62876667,2,WoS,
-6.15639661,57.60876441,2,WoS,
-6.15811025,57.61080725,2,WoS,
-6.16030281,57.61232462,2,WoS,
-6.16706478,57.61577356,2,WoS,
-6.16742823,57.62011906,2,WoS,
-6.16842695,57.62371302,2,WoS,
-6.17067327,57.62669095,2,WoS,
-6.18878259,57.64312466,2,WoS,
-6.19129549,57.64479117,2,WoS,
-6.1941909,57.64563288,2,WoS,
-6.19720559,57.64557325,2,WoS,
-6.19949967,57.64480675,2,WoS,
-6.20667785,57.64781735,2,WoS,
-6.20948081,57.64853874,2,WoS,
-6.21237295,57.64842719,2,WoS,
-6.22175135,57.64668402,2,WoS,
-6.22795272,57.64585099,2,WoS,
-6.23043959,57.64628478,2,WoS,
-6.23022284,57.6493047,2,WoS,
-6.23057574,57.652746,2,WoS,
-6.23208005,57.65586116,2,WoS,
-6.25187832,57.68337657,2,WoS,
-6.25449551,57.68588769,2,WoS,
-6.2625183,57.69117105,2,WoS,
-6.26528152,57.69243759,2,WoS,
-6.27895737,57.69632886,2,WoS,
-6.28460245,57.7008306,2,WoS,
-6.28729924,57.70236543,2,WoS,
-6.28924275,57.70277127,2,WoS,
-6.28960139,57.70512054,2,WoS,
-6.29090934,57.70781408,2,WoS,
-6.29613929,57.71542058,2,WoS,
-6.29858464,57.71790479,2,WoS,
-6.30173413,57.71939871,2,WoS,
-6.30520505,57.71972081,2,WoS,
-6.3076201,57.71908393,2,WoS,
-6.31314932,57.71989053,2,WoS,
-6.31571579,57.71993202,2,WoS,
-6.31820828,57.71931882,2,WoS,
-6.33504125,57.71279141,2,WoS,
-6.34081247,57.71279789,2,WoS,
-6.35097557,57.71834829,2,WoS,
-6.35386187,57.71938836,2,WoS,
-6.35692765,57.71950445,2,WoS,
-6.36408736,57.71866903,2,WoS,
-6.3669731,57.71788193,2,WoS,
-6.36949696,57.71627657,2,WoS,
-6.37143313,57.7139966,2,WoS,
-6.37260837,57.71124599,2,WoS,
-6.37291755,57.70827085,2,WoS,
-6.37233299,57.70533737,2,WoS,
-6.37144735,57.70370434,2,WoS,
-6.37168252,57.70326649,2,WoS,
-6.3722569,57.70034758,2,WoS,
-6.37194717,57.69738886,2,WoS,
-6.37078076,57.69465217,2,WoS,
-6.36886088,57.69237972,2,WoS,
-6.36635745,57.69077261,2,WoS,
-6.36480754,57.69007785,2,WoS,
-6.36513177,57.68925167,2,WoS,
-6.36531693,57.68612115,2,WoS,
-6.36458125,57.68330837,2,WoS,
-6.36797961,57.68099548,2,WoS,
-6.38702432,57.67289977,2,WoS,
-6.40003031,57.67169755,2,WoS,
-6.4067868,57.6730483,2,WoS,
-6.41135588,57.67289608,2,WoS,
-6.4159297,57.67166012,2,WoS,
-6.41873097,57.67041663,2,WoS,
-6.42102407,57.66838314,2,WoS,
-6.42259358,57.66575065,2,WoS,
-6.42329209,57.66276644,2,WoS,
-6.42307823,57.66002205,2,WoS,
-6.42627534,57.6596475,2,WoS,
-6.43013859,57.65836014,2,WoS,
-6.43501282,57.65552582,2,WoS,
-6.43751497,57.65346249,2,WoS,
-6.43922521,57.65070693,2,WoS,
-6.43996367,57.64754896,2,WoS,
-6.44035945,57.64163618,2,WoS,
-6.44000965,57.63826572,2,WoS,
-6.43855434,57.63520558,2,WoS,
-6.43616063,57.63280714,2,WoS,
-6.58321527,57.59977965,2,WoS,
-6.58904031,57.60373549,2,WoS,
-6.59261679,57.60525218,2,WoS,
-6.60189419,57.60718699,2,WoS,
-6.60836,57.61079475,2,WoS,
-6.60992392,57.61298637,2,WoS,
-6.61233421,57.61537348,2,WoS,
-6.61540386,57.61681745,2,WoS,
-6.62147257,57.6184921,2,WoS,
-6.62582534,57.61870808,2,WoS,
-6.62873179,57.6182089,2,WoS,
-6.63520634,57.61931893,2,WoS,
-6.63975619,57.61904502,2,WoS,
-6.64306639,57.61805701,2,WoS,
-6.64622274,57.6164624,2,WoS,
-6.64862672,57.61386891,2,WoS,
-6.6499777,57.61060086,2,WoS,
-6.65151741,57.6035246,2,WoS,
-6.65171692,57.60063578,2,WoS,
-6.65108036,57.59781092,2,WoS,
-6.64966113,57.59528688,2,WoS,
-6.649137,57.59460809,2,WoS,
-6.64981882,57.59257939,2,WoS,
-6.65033052,57.58982556,2,WoS,
-6.65005841,57.58703785,2,WoS,
-6.64977596,57.58587262,2,WoS,
-6.65075376,57.58503751,2,WoS,
-6.65229946,57.58268689,2,WoS,
-6.65446478,57.578094,2,WoS,
-6.65538178,57.57469853,2,WoS,
-6.65605169,57.56701761,2,WoS,
-6.66238262,57.56548115,2,WoS,
-6.66538683,57.56420373,2,WoS,
-6.66781953,57.56202681,2,WoS,
-6.66942148,57.55918238,2,WoS,
-6.67002195,57.55597357,2,WoS,
-6.66955696,57.55274234,2,WoS,
-6.70220784,57.51668655,2,WoS,
-6.7038213,57.51884668,2,WoS,
-6.70595321,57.52049724,2,WoS,
-6.70844859,57.52151826,2,WoS,
-6.7196843,57.52442506,2,WoS,
-6.72270446,57.52473051,2,WoS,
-6.72567712,57.52411572,2,WoS,
-6.74330578,57.51755444,2,WoS,
-6.74546206,57.51643724,2,WoS,
-6.7554537,57.50960512,2,WoS,
-6.75782789,57.50732549,2,WoS,
-6.75933338,57.50439856,2,WoS,
-6.75980708,57.5011414,2,WoS,
-6.75938937,57.48116001,2,WoS,
-6.75899,57.47856368,2,WoS,
-6.75650846,57.47007311,2,WoS,
-6.76881799,57.47168796,2,WoS,
-6.77036662,57.47176985,2,WoS,
-6.78005786,57.47152952,2,WoS,
-6.78408129,57.47057448,2,WoS,
-6.79017002,57.4676982,2,WoS,
-6.79280693,57.46588653,2,WoS,
-6.79473676,57.46333483,2,WoS,
-6.79576197,57.46030425,2,WoS,
-6.79660072,57.45528411,2,WoS,
-6.79665718,57.45237171,2,WoS,
-6.79587191,57.44956659,2,WoS,
-6.79578369,57.44942752,2,WoS,
-6.79729916,57.44762512,2,WoS,
-6.79847197,57.44475164,2,WoS,
-6.79971223,57.43949499,2,WoS,
-6.79993884,57.43629827,2,WoS,
-6.79927918,57.43372652,2,WoS,
-6.8004168,57.43274676,2,WoS,
-6.80199676,57.43024021,2,WoS,
-6.80277288,57.42738072,2,WoS,
-6.80267703,57.42441933,2,WoS,
-6.80171763,57.42161601,2,WoS,
-6.80020415,57.41869776,2,WoS,
-6.79811467,57.41595816,2,WoS,
-6.7952194,57.41409033,2,WoS,
-6.79186205,57.41331602,2,WoS,
-6.78844118,57.41372715,2,WoS,
-6.78515052,57.41471897,2,WoS,
-6.78266124,57.41586095,2,WoS,
-6.78057513,57.41763542,2,WoS,
-6.77742195,57.42116895,2,WoS,
-6.77531047,57.42158257,2,WoS,
-6.77192378,57.42139362,2,WoS,
-6.77001792,57.41946924,2,WoS,
-6.76754415,57.41764319,2,WoS,
-6.76463253,57.41665503,2,WoS,
-6.75266151,57.41456515,2,WoS,
-6.75191454,57.41413704,2,WoS,
-6.74782347,57.40373451,2,WoS,
-6.74635317,57.40118161,2,WoS,
-6.74539974,57.39997909,2,WoS,
-6.7467754,57.39927906,2,WoS,
-6.74891851,57.39719888,2,WoS,
-6.75035172,57.39457859,2,WoS,
-6.7509472,57.39165191,2,WoS,
-6.75065183,57.38867991,2,WoS,
-6.74949195,57.38592768,2,WoS,
-6.74757103,57.38364074,2,WoS,
-6.74506041,57.38202307,2,WoS,
-6.7389027,57.37925483,2,WoS,
-6.73866393,57.3785744,2,WoS,
-6.7373972,57.37611799,2,WoS,
-6.73550646,57.37410214,2,WoS,
-6.72511665,57.36572125,2,WoS,
-6.72135156,57.36382563,2,WoS,
-6.71575444,57.36237224,2,WoS,
-6.7133804,57.36205221,2,WoS,
-6.71099836,57.36230598,2,WoS,
-6.70838029,57.36290849,2,WoS,
-6.70654466,57.36177797,2,WoS,
-6.70443635,57.36079702,2,WoS,
-6.52997648,57.0858381,2,WoS,
-6.55909912,57.07599907,2,WoS,
-6.61514536,57.06135534,2,WoS,
-6.61691428,57.0416893,2,WoS,
-6.57626126,57.03470673,2,WoS,
-6.51027132,57.04114309,2,WoS,
-6.23918918,56.73497771,2,WoS,
-6.24134787,56.73252444,2,WoS,
-6.2426004,56.72950623,2,WoS,
-6.24281302,56.72624536,2,WoS,
-6.24247189,56.72497906,2,WoS,
-6.24266891,56.72483661,2,WoS,
-6.24451488,56.72230623,2,WoS,
-6.24548752,56.71932893,2,WoS,
-6.24549142,56.71619677,2,WoS,
-6.2445262,56.71321705,2,WoS,
-6.24268654,56.71068208,2,WoS,
-6.24015292,56.70884056,2,WoS,
-6.23703004,56.7072493,2,WoS,
-6.23636012,56.70690805,2,WoS,
-6.23531596,56.7048069,2,WoS,
-6.23312917,56.70257419,2,WoS,
-6.23035998,56.70112554,2,WoS,
-6.22917089,56.70072478,2,WoS,
-6.2282443,56.69843187,2,WoS,
-6.22628748,56.69607034,2,WoS,
-6.22370699,56.69441291,2,WoS,
-6.2170623,56.69146959,2,WoS,
-6.21588684,56.68992802,2,WoS,
-6.21356696,56.68772838,2,WoS,
-6.21067147,56.68637326,2,WoS,
-6.20749629,56.68600114,2,WoS,
-6.19984708,56.68633693,2,WoS,
-6.19887831,56.68592675,2,WoS,
-6.19678664,56.68358203,2,WoS,
-6.1938642,56.68132885,2,WoS,
-6.19032355,56.68028899,2,WoS,
-6.17531844,56.67878219,2,WoS,
-6.1736573,56.67875408,2,WoS,
-6.16563346,56.6792864,2,WoS,
-6.15515452,56.67600406,2,WoS,
-6.15274155,56.67556349,2,WoS,
-6.14692461,56.67522779,2,WoS,
-6.1433193,56.67568101,2,WoS,
-6.13643043,56.67787065,2,WoS,
-6.13800658,56.6659856,2,WoS,
-6.13964739,56.66418982,2,WoS,
-6.1417224,56.66414713,2,WoS,
-6.14629605,56.66585252,2,WoS,
-6.14894172,56.66644667,2,WoS,
-6.15164975,56.66630821,2,WoS,
-6.15422102,56.66544731,2,WoS,
-6.17616496,56.65460043,2,WoS,
-6.18689363,56.65453267,2,WoS,
-6.18844099,56.65541068,2,WoS,
-6.19159885,56.65655407,2,WoS,
-6.19495717,56.65658747,2,WoS,
-6.20477238,56.65501582,2,WoS,
-6.20758505,56.65412463,2,WoS,
-6.21001522,56.65245145,2,WoS,
-6.21185135,56.65014192,2,WoS,
-6.2129336,56.6473971,2,WoS,
-6.2130711,56.64566993,2,WoS,
-6.21432771,56.64437406,2,WoS,
-6.21724906,56.64504071,2,WoS,
-6.22060805,56.64465128,2,WoS,
-6.23397761,56.64072977,2,WoS,
-6.2366938,56.63946533,2,WoS,
-6.23891353,56.63745303,2,WoS,
-6.24043752,56.63487351,2,WoS,
-6.241129,56.63195831,2,WoS,
-6.2410036,56.63011305,2,WoS,
-6.24215845,56.6279461,2,WoS,
-6.24274148,56.62525206,2,WoS,
-6.24258465,56.62278157,2,WoS,
-6.24450945,56.62265643,2,WoS,
-6.24760292,56.62193891,2,WoS,
-6.26551788,56.62600489,2,WoS,
-6.26874078,56.62620181,2,WoS,
-6.27185842,56.62536147,2,WoS,
-6.27454576,56.62357148,2,WoS,
-6.27652262,56.62101847,2,WoS,
-6.27758291,56.61796861,2,WoS,
-6.27776409,56.61692825,2,WoS,
-6.27862938,56.61668927,2,WoS,
-6.28271836,56.61844107,2,WoS,
-6.2856023,56.61919341,2,WoS,
-6.29809019,56.62051711,2,WoS,
-6.30102499,56.62039437,2,WoS,
-6.30379752,56.61942421,2,WoS,
-6.3076225,56.61741339,2,WoS,
-6.30935126,56.61768957,2,WoS,
-6.31261339,56.61767188,2,WoS,
-6.31569625,56.61660522,2,WoS,
-6.31748915,56.61563285,2,WoS,
-6.31976432,56.61741224,2,WoS,
-6.32301132,56.61910137,2,WoS,
-6.32664863,56.61950899,2,WoS,
-6.33116953,56.61918093,2,WoS,
-6.33440897,56.61838828,2,WoS,
-6.33720761,56.61657447,2,WoS,
-6.33925419,56.61394126,2,WoS,
-6.34032106,56.6107815,2,WoS,
-6.34028958,56.60744664,2,WoS,
-6.33916323,56.60430759,2,WoS,
-6.33688382,56.60025199,2,WoS,
-6.33707041,56.59807551,2,WoS,
-6.33691846,56.59528892,2,WoS,
-6.33600237,56.59265283,2,WoS,
-6.33439349,56.59037255,2,WoS,
-6.33221712,56.58862567,2,WoS,
-6.32995364,56.58728002,2,WoS,
-6.32829099,56.57849034,2,WoS,
-6.32731406,56.57569083,2,WoS,
-6.32555917,56.57330084,2,WoS,
-6.3231806,56.57153051,2,WoS,
-6.3205339,56.57058762,2,WoS,
-6.33728804,56.56898308,2,WoS,
-6.34146267,56.56761373,2,WoS,
-6.34897954,56.56312383,2,WoS,
-6.35140716,56.56108952,2,WoS,
-6.35307683,56.55839806,2,WoS,
-6.35382104,56.55531943,2,WoS,
-6.35356514,56.55216249,2,WoS,
-6.35315049,56.55117889,2,WoS,
-6.35503368,56.54446339,2,WoS,
-6.35540429,56.54163597,2,WoS,
-6.3549618,56.5388189,2,WoS,
-6.35374219,56.53624127,2,WoS,
-6.35184464,56.53411266,2,WoS,
-6.34789261,56.53078625,2,WoS,
-6.34543556,56.52926411,2,WoS,
-6.34264581,56.52850828,2,WoS,
-6.32319714,56.52617188,2,WoS,
-6.31340977,56.52214945,2,WoS,
-6.31052844,56.52144118,2,WoS,
-6.30756611,56.52160955,2,WoS,
-6.3027831,56.52260744,2,WoS,
-6.30262388,56.52223674,2,WoS,
-6.30087736,56.52009116,2,WoS,
-6.30381659,56.50871733,2,WoS,
-6.30684516,56.50820411,2,WoS,
-6.30957507,56.50679585,2,WoS,
-6.31174874,56.50462542,2,WoS,
-6.31229121,56.50357768,2,WoS,
-6.31305822,56.50340818,2,WoS,
-6.31571485,56.50186626,2,WoS,
-6.31740706,56.5,2,WoS,
-6.52132457,56.5,2,WoS,
-6.21415022,58.5,3,WoS,
-6.3080154,58.49329649,3,WoS,
-6.31082337,58.49131503,3,WoS,
-6.31164579,58.49014058,3,WoS,
-6.31675539,58.48829374,3,WoS,
-6.32617743,58.48939076,3,WoS,
-6.32910059,58.48930056,3,WoS,
-6.33930204,58.48746951,3,WoS,
-6.34248662,58.48631503,3,WoS,
-6.34510307,58.48416363,3,WoS,
-6.34950856,58.47906339,3,WoS,
-6.35146067,58.47854625,3,WoS,
-6.35518379,58.47665864,3,WoS,
-6.36425349,58.469332,3,WoS,
-6.37437776,58.46815878,3,WoS,
-6.37848199,58.46673297,3,WoS,
-6.38654686,58.46175117,3,WoS,
-6.39679811,58.46023671,3,WoS,
-6.39849299,58.45983289,3,WoS,
-6.43563765,58.44747709,3,WoS,
-6.43660135,58.44710009,3,WoS,
-6.45081682,58.44067233,3,WoS,
-6.45357499,58.43881929,3,WoS,
-6.45557373,58.4361648,3,WoS,
-6.4564118,58.43356249,3,WoS,
-6.46896477,58.42703984,3,WoS,
-6.49433144,58.41878841,3,WoS,
-6.49694079,58.41749346,3,WoS,
-6.49906623,58.41550146,3,WoS,
-6.50302338,58.41052331,3,WoS,
-6.50596163,58.40923933,3,WoS,
-6.51730129,58.40918123,3,WoS,
-6.52082119,58.40852198,3,WoS,
-6.52837429,58.40563425,3,WoS,
-6.53048012,58.40452603,3,WoS,
-6.53226447,58.40295163,3,WoS,
-6.55516631,58.37728659,3,WoS,
-6.55889293,58.37791712,3,WoS,
-6.56134785,58.37802626,3,WoS,
-6.56375526,58.37753342,3,WoS,
-6.57232063,58.37464634,3,WoS,
-6.58366629,58.37458957,3,WoS,
-6.58699188,58.37400272,3,WoS,
-6.60252247,58.36843326,3,WoS,
-6.60400782,58.36775928,3,WoS,
-6.61735223,58.36033662,3,WoS,
-6.62608592,58.35806544,3,WoS,
-6.63176043,58.35981948,3,WoS,
-6.63559448,58.36022663,3,WoS,
-6.63929758,58.359153,3,WoS,
-6.64039279,58.35858812,3,WoS,
-6.64072342,58.35930777,3,WoS,
-6.6425712,58.36203198,3,WoS,
-6.64520338,58.36400865,3,WoS,
-6.64833476,58.36502359,3,WoS,
-6.65227248,58.36561106,3,WoS,
-6.65528685,58.36560141,3,WoS,
-6.6581614,58.36469393,3,WoS,
-6.66063493,58.36297108,3,WoS,
-6.66247245,58.36122573,3,WoS,
-6.67096302,58.36054646,3,WoS,
-6.67337471,58.36004938,3,WoS,
-6.67559182,58.35897804,3,WoS,
-6.67886912,58.35686088,3,WoS,
-6.6810188,58.35498839,3,WoS,
-6.68255275,58.3525854,3,WoS,
-6.68334631,58.34984723,3,WoS,
-6.68334505,58.34952928,3,WoS,
-6.69196574,58.34763963,3,WoS,
-6.69454674,58.34668638,3,WoS,
-6.69541152,58.34605611,3,WoS,
-6.69602071,58.34650935,3,WoS,
-6.69912706,58.34751062,3,WoS,
-6.70437609,58.34829263,3,WoS,
-6.70699859,58.34833557,3,WoS,
-6.70954206,58.34769513,3,WoS,
-6.71183152,58.34641536,3,WoS,
-6.72296358,58.33810563,3,WoS,
-6.72826848,58.33811735,3,WoS,
-6.73135019,58.3376378,3,WoS,
-6.73413429,58.33623222,3,WoS,
-6.7373868,58.33388999,3,WoS,
-6.7397815,58.33144332,3,WoS,
-6.74013107,58.33068232,3,WoS,
-6.74026745,58.33066564,3,WoS,
-6.74394434,58.33021551,3,WoS,
-6.74688755,58.32938401,3,WoS,
-6.74944179,58.32770182,3,WoS,
-6.75136815,58.32532631,3,WoS,
-6.75145219,58.32511237,3,WoS,
-6.75335179,58.32526441,3,WoS,
-6.7562569,58.32461827,3,WoS,
-6.76126988,58.32268422,3,WoS,
-6.76356766,58.32143052,3,WoS,
-6.76546139,58.3196235,3,WoS,
-6.7665862,58.31777363,3,WoS,
-6.775482,58.32023449,3,WoS,
-6.77960273,58.32049011,3,WoS,
-6.79068205,58.31886124,3,WoS,
-6.79380102,58.31786044,3,WoS,
-6.79528676,58.31675531,3,WoS,
-6.79666635,58.31730459,3,WoS,
-6.79964093,58.31798763,3,WoS,
-6.80268299,58.31774166,3,WoS,
-6.80691015,58.31673458,3,WoS,
-6.8091733,58.315896,3,WoS,
-6.81116962,58.31453963,3,WoS,
-6.81597995,58.31033965,3,WoS,
-6.81796668,58.30797041,3,WoS,
-6.81913469,58.30510752,3,WoS,
-6.81937231,58.30202468,3,WoS,
-6.81898063,58.300378,3,WoS,
-6.81990122,58.3002678,3,WoS,
-6.82238781,58.2992496,3,WoS,
-6.83552229,58.2916698,3,WoS,
-6.8379789,58.28967371,3,WoS,
-6.83968858,58.28700982,3,WoS,
-6.84048002,58.28394503,3,WoS,
-6.84027394,58.28078641,3,WoS,
-6.87051108,58.27729092,3,WoS,
-6.87645897,58.27941443,3,WoS,
-6.87848864,58.27990745,3,WoS,
-6.88416253,58.28067039,3,WoS,
-6.88687134,58.28066444,3,WoS,
-6.88947917,58.27993171,3,WoS,
-6.89279891,58.27848975,3,WoS,
-6.89551885,58.27673769,3,WoS,
-6.89753704,58.27420892,3,WoS,
-6.89864221,58.27116814,3,WoS,
-6.89871869,58.26793365,3,WoS,
-6.8984518,58.26707489,3,WoS,
-6.89954374,58.26650932,3,WoS,
-6.90179249,58.26417927,3,WoS,
-6.90317877,58.26125279,3,WoS,
-6.90355722,58.25803676,3,WoS,
-6.90329639,58.25230709,3,WoS,
-6.90276992,58.24952948,3,WoS,
-6.90148712,58.24701022,3,WoS,
-6.8997704,58.24456857,3,WoS,
-6.92389141,58.23996883,3,WoS,
-6.9260853,58.23952544,3,WoS,
-6.92628826,58.24029185,3,WoS,
-6.92783493,58.24356834,3,WoS,
-6.93044757,58.24607865,3,WoS,
-6.93496274,58.24905793,3,WoS,
-6.93759999,58.25029045,3,WoS,
-6.94048046,58.25071121,3,WoS,
-6.94336007,58.25028455,3,WoS,
-6.94515225,58.24944249,3,WoS,
-6.95083229,58.24939866,3,WoS,
-6.95376318,58.24893581,3,WoS,
-6.95642922,58.24763331,3,WoS,
-6.9585957,58.24560582,3,WoS,
-6.95889465,58.24508456,3,WoS,
-6.95987156,58.24528942,3,WoS,
-6.96312983,58.2448863,3,WoS,
-6.96608194,58.24344968,3,WoS,
-6.96754611,58.24240925,3,WoS,
-6.97129445,58.24204759,3,WoS,
-6.97414047,58.24134104,3,WoS,
